id,name,age,gender,university,faculty,year,rent_total,expected_rent,district,latitude,longitude,has_pets,smoker,max_commute_min
S0246,Fernando Tello,19,M,UTP,Informática,1,1400,700,Comas,-12.002323,-77.075996,True,True,39
S0247,Pedro Castillo,24,M,UTP,Medicina,5,1058,529,Surco,-12.158783,-76.995183,True,True,42
S0248,Mario Ruiz,20,M,UNI,Ciencias,2,1272,636,San Isidro,-12.091769,-77.04496,True,True,24
S0249,Claudia Ruiz,22,F,UTP,Derecho,1,1579,790,La Molina,-12.071021,-76.929746,False,True,28
S0250,Isabel Ortega,19,F,UAP,Economía,4,867,434,Comas,-11.99698,-77.07163,False,True,25
S0251,Verónica García,19,F,UTP,Economía,1,1193,596,La Molina,-12.057832,-76.926723,False,True,36
S0252,Lucía Morales,23,F,UNI,Derecho,2,1288,644,Comas,-11.997794,-77.071869,True,False,29
S0253,Juliana Ortega,18,F,UNMSM,Derecho,5,1009,504,San Isidro,-12.105578,-77.035247,True,False,44
S0254,Valeria Torres,25,F,USIL,Informática,4,1597,798,Miraflores,-12.112228,-77.033175,True,False,27
S0255,Jimena Luna,18,F,UNMSM,Derecho,2,892,446,San Isidro,-12.099098,-77.043147,True,True,45
S0256,Mónica Peña,23,F,UL,Diseño,3,1532,766,Miraflores,-12.119859,-77.021445,True,True,49
S0257,Tatiana Ibarra,24,F,UL,Arquitectura,4,1143,572,San Isidro,-12.089259,-77.029694,True,True,42
S0258,Lorena Alvarado,23,F,PUCP,Arquitectura,1,978,489,Comas,-12.004985,-77.07901,True,False,28
S0259,Pamela Reyes,22,F,UNMSM,Diseño,4,988,494,Miraflores,-12.126918,-77.023784,True,True,24
S0260,Flor Carrasco,25,F,UCS,Arte,2,1581,790,La Molina,-12.058723,-76.924891,True,False,44
S0261,Víctor Cruz,21,M,UNMSM,Arte,3,1136,568,Los Olivos,-11.962933,-77.065424,False,True,53
S0262,Diego Pérez,19,M,UCS,Derecho,4,858,429,Comas,-11.997331,-77.073811,True,False,51
S0263,Adrián Díaz,21,M,UAP,Derecho,3,840,420,San Isidro,-12.086856,-77.042776,True,False,34
S0264,Mónica Gómez,18,F,UAP,Arquitectura,4,1108,554,Miraflores,-12.123481,-77.032288,True,True,35
S0265,Rosa Carrasco,21,F,UPC,Administración,1,1527,764,Comas,-12.003631,-77.075294,False,True,38
S0266,Gustavo Ibarra,24,M,USIL,Economía,4,1476,738,Surco,-12.140005,-76.98774,True,True,60
S0267,Esteban Tello,22,M,PUCP,Ingeniería,3,1092,546,Surco,-12.143512,-76.985847,False,True,49
S0268,Luis Ruiz,20,M,UCS,Economía,5,1017,508,Magdalena,-12.084064,-77.065973,True,False,41
S0269,Sebastián Quispe,23,M,USIL,Diseño,1,1432,716,Surco,-12.154602,-76.996444,False,True,29
S0270,Natalia Mejía,18,F,USIL,Derecho,5,1494,747,Magdalena,-12.094625,-77.07838,False,False,32
S0271,Héctor Yáñez,18,M,USIL,Informática,3,838,419,Magdalena,-12.085713,-77.0746,True,False,49
S0272,Víctor Vargas,24,M,UTP,Medicina,2,1447,724,Miraflores,-12.11197,-77.03361,True,False,55
S0273,Pablo Díaz,20,M,UNI,Psicología,4,803,402,Miraflores,-12.126398,-77.027414,True,True,43
S0274,Mónica Mendoza,23,F,UL,Economía,3,947,474,San Isidro,-12.086737,-77.038197,False,True,44
S0275,Rosa Alvarado,20,F,UCS,Economía,3,892,446,Magdalena,-12.082423,-77.073177,False,True,54
S0276,Ana Cabrera,25,F,UL,Medicina,5,1203,602,San Miguel,-12.065719,-77.083637,True,False,23
S0277,Rafael Cruz,19,M,UAP,Economía,3,1374,687,Surco,-12.156213,-76.996034,False,False,23
S0278,José Ortega,18,M,UPC,Ingeniería,2,990,495,San Isidro,-12.102468,-77.033838,False,False,44
S0279,Elena León,23,F,UPC,Diseño,2,1194,597,Magdalena,-12.098502,-77.079072,True,False,59
S0280,Oscar Vargas,19,M,PUCP,Psicología,3,1226,613,Comas,-12.006974,-77.065791,True,False,28
S0281,Luz Rojas,18,F,UPC,Economía,4,1170,585,La Molina,-12.064687,-76.921928,True,False,39
S0282,Luis Fernández,19,M,UL,Diseño,2,1018,509,San Isidro,-12.103533,-77.035724,False,False,39
S0283,Andrés Herrera,18,M,UTP,Arte,3,1395,698,Magdalena,-12.083375,-77.060812,True,False,48
S0284,José Fernández,21,M,UL,Arte,4,1099,550,San Isidro,-12.092292,-77.042008,True,True,47
S0285,Elena Yáñez,19,F,UNI,Ciencias,1,1002,501,San Isidro,-12.099034,-77.04075,False,True,27
S0286,Mario Romero,22,M,UAP,Informática,2,871,436,La Molina,-12.056384,-76.917022,True,False,38
S0287,Brenda Carrasco,22,F,UTP,Psicología,5,986,493,San Miguel,-12.05923,-77.093001,True,False,57
S0288,Mario León,21,M,UPC,Medicina,5,1154,577,Los Olivos,-11.979648,-77.061195,True,True,51
S0289,Esteban Bravo,18,M,UPC,Derecho,2,829,414,Los Olivos,-11.972288,-77.07261,False,False,48
S0290,Adrián Gómez,21,M,PUCP,Economía,1,1478,739,Magdalena,-12.096136,-77.064468,True,True,37
S0291,Diana Gómez,24,F,PUCP,Economía,3,965,482,Comas,-11.990409,-77.069924,False,False,28
S0292,Manuel Herrera,23,M,USIL,Derecho,2,1209,604,Los Olivos,-11.960153,-77.077109,False,False,46
S0293,Pedro Salazar,24,M,UTP,Ingeniería,2,842,421,Comas,-12.007926,-77.075197,False,False,32
S0294,Mónica Ramos,21,F,UL,Administración,3,1232,616,San Miguel,-12.052216,-77.080525,False,False,35
S0295,Jorge Romero,20,M,UPC,Psicología,4,1405,702,Magdalena,-12.083041,-77.064497,False,False,60
S0296,Antonio Cabrera,19,M,UAP,Ingeniería,5,1553,776,Magdalena,-12.085757,-77.077361,False,True,24
S0297,Sheltty Ibarra,25,F,UNI,Ingeniería,1,1425,712,La Molina,-12.059101,-76.923541,True,True,54
S0298,Natalia Lozano,21,F,UAP,Administración,1,1524,762,Los Olivos,-11.968663,-77.078481,True,False,35
S0299,Andrés Luna,23,M,UNMSM,Ingeniería,4,1055,528,Surco,-12.143329,-76.997937,True,True,50
S0300,Marisol Peña,22,F,UTP,Derecho,1,1015,508,San Isidro,-12.102685,-77.044769,False,True,24
S0301,Fernando Rojas,18,M,USIL,Ingeniería,2,1358,679,Magdalena,-12.086689,-77.070752,False,False,36
S0302,Noelia Quispe,20,F,USIL,Economía,4,1366,683,La Molina,-12.059953,-76.93095,False,False,27
S0303,Miguel Tello,19,M,UCS,Psicología,3,1227,614,Miraflores,-12.11614,-77.021764,False,True,57
S0304,Rodrigo Castillo,24,M,UCS,Ciencias,1,996,498,Miraflores,-12.121186,-77.033117,False,False,45
S0305,Adrián Torres,24,M,UNMSM,Arte,1,1013,506,Surco,-12.153824,-76.986533,False,False,33
S0306,Rosa Vargas,20,F,UL,Derecho,3,1227,614,Miraflores,-12.11783,-77.025175,False,False,58
S0307,Julio Silva,20,M,PUCP,Administración,3,1287,644,La Molina,-12.070215,-76.933015,False,False,54
S0308,Miranda Yáñez,22,F,UNMSM,Diseño,5,1454,727,La Molina,-12.072209,-76.93268,False,True,29
S0309,Andrés Mejía,23,M,UPC,Ingeniería,1,1124,562,Magdalena,-12.091707,-77.078953,True,False,48
S0310,Brenda Molina,25,F,UAP,Arquitectura,5,823,412,Los Olivos,-11.964247,-77.074233,True,True,59
S0311,Noelia Morales,25,F,UL,Economía,1,941,470,Los Olivos,-11.961992,-77.064236,True,True,35
S0312,Ana Silva,21,F,UCS,Medicina,5,1407,704,Magdalena,-12.0815,-77.064257,True,False,52
S0313,Lucía Campos,25,F,UNI,Ingeniería,5,1438,719,San Isidro,-12.095605,-77.034348,True,True,47
S0314,Ana Fernández,22,F,UL,Arte,1,967,484,Comas,-11.996899,-77.065692,False,False,24
S0315,Tatiana Tello,22,F,UCS,Arte,2,1094,547,Miraflores,-12.114458,-77.024451,True,True,59
S0316,Andrea Peña,25,F,PUCP,Ciencias,2,1045,522,Surco,-12.150784,-76.999108,False,True,40
S0317,Aler Díaz,21,M,UNI,Ingeniería,2,1416,708,Los Olivos,-11.961663,-77.066965,True,True,51
S0318,Jessica Molina,21,F,UL,Medicina,2,1508,754,Surco,-12.146881,-76.986281,True,True,23
S0319,Carmen Lozano,24,F,UAP,Informática,3,966,483,La Molina,-12.072448,-76.934055,True,False,41
S0320,Antonio Paredes,22,M,USIL,Ingeniería,4,882,441,Magdalena,-12.099578,-77.061812,False,True,34
S0321,Carla Fernández,21,F,UNI,Psicología,3,1197,598,San Miguel,-12.050107,-77.081511,True,False,45
S0322,Gabriela Luna,22,F,UL,Derecho,5,1526,763,Comas,-12.002569,-77.067745,False,True,48
S0323,Rodrigo Aguilar,24,M,UPC,Ingeniería,4,1026,513,Miraflores,-12.119074,-77.034136,False,True,30
S0324,Jimena Salazar,19,F,UNI,Medicina,1,1430,715,San Isidro,-12.089714,-77.039703,False,True,53
S0325,Marco Ramos,18,M,UAP,Arte,2,882,441,San Isidro,-12.094606,-77.040286,False,True,20
S0326,Lucía Romero,20,F,UL,Derecho,5,916,458,San Isidro,-12.101365,-77.035057,False,True,53
S0327,Sergio Quispe,24,M,PUCP,Economía,3,1403,702,Comas,-12.008385,-77.077251,False,True,40
S0328,Marisol Morales,24,F,UTP,Economía,3,1345,672,Miraflores,-12.121286,-77.034193,True,True,51
S0329,Eduardo Delgado,20,M,UNI,Arte,3,1457,728,San Miguel,-12.066202,-77.094294,True,False,49
S0330,Pedro Gómez,24,M,PUCP,Administración,3,1258,629,Surco,-12.150266,-76.986194,True,False,30
S0331,Paola Sánchez,25,F,UNMSM,Diseño,1,1491,746,San Miguel,-12.062803,-77.092794,True,False,51
S0332,Natalia García,23,F,UTP,Arquitectura,2,916,458,San Isidro,-12.089418,-77.032796,False,False,42
S0333,Elena Mejía,18,F,UCS,Psicología,4,1460,730,San Isidro,-12.093956,-77.036809,False,False,40
S0334,Flor Mendoza,21,F,UNI,Psicología,5,1061,530,La Molina,-12.069677,-76.930612,True,False,58
S0335,Lucero Paredes,21,F,UNI,Arquitectura,2,1332,666,Surco,-12.14717,-76.987479,False,True,58
S0336,Jorge Rojas,18,M,PUCP,Arte,1,950,475,San Isidro,-12.103071,-77.042044,False,True,43
S0337,Lorena Yáñez,21,F,UNI,Psicología,5,1431,716,Los Olivos,-11.967431,-77.067768,False,False,22
S0338,Alejandro Lozano,19,M,UL,Derecho,2,1226,613,San Isidro,-12.102312,-77.028857,False,True,31
S0339,Lorena Gómez,24,F,UCS,Economía,5,884,442,San Isidro,-12.09007,-77.029718,False,True,25
S0340,Aler Delgado,23,M,USIL,Diseño,3,1005,502,Los Olivos,-11.965151,-77.075192,True,False,41
S0341,Tatiana Valdez,20,F,USIL,Diseño,2,1496,748,Magdalena,-12.092237,-77.077489,True,True,42
S0342,Claudia Gómez,20,F,UTP,Arte,4,906,453,San Isidro,-12.105396,-77.029235,True,False,42
S0343,Ana Yáñez,21,F,UAP,Diseño,3,966,483,Los Olivos,-11.975608,-77.069361,False,True,27
S0344,Aler Herrera,24,M,UNI,Psicología,5,801,400,Surco,-12.151591,-76.99377,False,False,60
S0345,Jorge Romero,18,M,UNMSM,Psicología,2,1491,746,Magdalena,-12.082247,-77.077887,True,False,37
S0346,Daniela Romero,21,F,UPC,Diseño,2,940,470,La Molina,-12.067854,-76.935019,True,False,30
S0347,Fernando Silva,19,M,UL,Psicología,5,1441,720,San Miguel,-12.047958,-77.081331,True,False,54
S0348,Natalia Fernández,20,F,UTP,Economía,3,1347,674,Miraflores,-12.124676,-77.017372,False,False,20
S0349,Juliana Paredes,19,F,UL,Psicología,3,1331,666,Los Olivos,-11.965516,-77.076135,False,True,43
S0350,Patricia Torres,18,F,UL,Arquitectura,5,1137,568,San Isidro,-12.095265,-77.033237,False,True,49
S0351,Gabriel Peña,18,M,UAP,Informática,3,1380,690,Los Olivos,-11.974609,-77.06588,True,True,31
S0352,Pedro Espinoza,22,M,UAP,Psicología,3,1487,744,San Miguel,-12.058286,-77.088517,True,True,35
S0353,Sofía Reyes,24,F,UNMSM,Derecho,5,1421,710,San Miguel,-12.057374,-77.086722,False,True,35
S0354,Carla Huamán,24,F,UAP,Diseño,4,1575,788,Magdalena,-12.091599,-77.061024,False,False,52
S0355,Araceli Campos,22,F,UAP,Derecho,2,1177,588,Los Olivos,-11.972022,-77.067336,False,False,49
S0356,Gabriel Campos,21,M,PUCP,Informática,1,1270,635,San Isidro,-12.102859,-77.036839,False,True,37
S0357,Pamela Campos,19,F,UL,Informática,3,1260,630,San Miguel,-12.060979,-77.090424,True,False,25
S0358,Héctor Díaz,23,M,UAP,Medicina,3,1405,702,San Isidro,-12.087482,-77.045642,False,True,58
S0359,Julio León,22,M,UPC,Ingeniería,5,917,458,Magdalena,-12.084493,-77.076492,True,False,42
S0360,Sebastián Valdez,22,M,UL,Ciencias,4,1321,660,Comas,-12.005573,-77.061855,False,False,23
S0361,Rafael Ortega,24,M,UL,Arquitectura,4,1027,514,Los Olivos,-11.968753,-77.060239,True,True,30
S0362,Jessica Gómez,21,F,UPC,Informática,4,1358,679,Surco,-12.145352,-76.990989,False,True,22
S0363,Carla Campos,18,F,UNI,Ciencias,3,1250,625,San Isidro,-12.093619,-77.038299,False,True,47
S0364,Hernán Díaz,23,M,USIL,Ciencias,5,1160,580,Los Olivos,-11.97653,-77.062469,False,False,27
S0365,Jimena Suárez,18,F,UPC,Informática,1,891,446,San Miguel,-12.059726,-77.095672,True,True,45
S0366,Juliana Mendoza,21,F,USIL,Diseño,2,1517,758,Los Olivos,-11.969546,-77.066247,True,False,31
S0367,Sebastián León,20,M,PUCP,Economía,2,1577,788,San Miguel,-12.047755,-77.084063,True,False,54
S0368,Tatiana Delgado,23,F,UNMSM,Informática,3,1535,768,Surco,-12.152903,-76.989099,False,True,43
S0369,Isabel Quispe,24,F,UNMSM,Diseño,1,860,430,Surco,-12.145324,-76.981852,True,True,47
S0370,José Lozano,23,M,UTP,Ciencias,4,1228,614,San Miguel,-12.053635,-77.090641,False,False,38
S0371,Lucero Aguilar,22,F,UAP,Ciencias,3,1478,739,Surco,-12.154309,-76.980788,True,True,49
S0372,Adriana León,21,F,UCS,Economía,4,1035,518,Comas,-11.998356,-77.072381,False,False,31
S0373,Miranda Flores,20,F,UTP,Arquitectura,4,1586,793,Miraflores,-12.117253,-77.034972,False,False,40
S0374,Luis Montoya,19,M,UCS,Arquitectura,2,1561,780,Surco,-12.159832,-76.992081,True,True,58
S0375,Mario Rojas,22,M,UNMSM,Arquitectura,5,934,467,Magdalena,-12.099793,-77.079493,True,True,21
S0376,Natalia Vargas,22,F,UAP,Derecho,5,1012,506,Miraflores,-12.12793,-77.036664,True,True,50
S0377,Luis Díaz,23,M,USIL,Diseño,5,1336,668,Miraflores,-12.125862,-77.027945,True,True,29
S0378,Martín Ramírez,25,M,UNI,Medicina,5,1193,596,Comas,-12.002217,-77.066506,True,False,38
S0379,Miguel Chávez,18,M,UNI,Administración,1,849,424,Magdalena,-12.08741,-77.072338,False,True,55
S0380,Sheltty Tello,21,F,UNI,Medicina,1,1047,524,San Isidro,-12.100709,-77.042001,False,False,25
S0381,Tania Ortega,19,F,UNI,Arquitectura,3,811,406,Los Olivos,-11.978456,-77.074544,False,False,35
S0382,Paola Zamora,21,F,UAP,Informática,2,818,409,Los Olivos,-11.96267,-77.065051,True,False,38
S0383,Marco Palomino,19,M,PUCP,Derecho,5,1399,700,La Molina,-12.064796,-76.933657,False,False,48
S0384,Rosa Huamán,23,F,UAP,Ingeniería,2,970,485,La Molina,-12.068255,-76.927487,True,False,55
S0385,Jessica Luna,20,F,UPC,Economía,3,995,498,Miraflores,-12.122988,-77.024752,False,False,30
S0386,Noelia Ruiz,20,F,UTP,Arte,1,936,468,Miraflores,-12.121291,-77.027417,True,True,35
S0387,Aler Silva,20,M,UAP,Arquitectura,1,853,426,Miraflores,-12.114885,-77.027318,False,False,55
S0388,Sebastián Rojas,20,M,PUCP,Arquitectura,5,1409,704,San Miguel,-12.060183,-77.078471,True,False,47
S0389,Luz Gutiérrez,21,F,UNMSM,Psicología,4,1245,622,Magdalena,-12.093388,-77.078118,True,False,44
S0390,Camila Espinoza,18,F,UPC,Medicina,2,1315,658,La Molina,-12.073086,-76.917326,True,False,35
S0391,Mónica Morales,23,F,UL,Ingeniería,4,870,435,Comas,-11.993542,-77.067187,True,True,47
S0392,Víctor Villegas,22,M,PUCP,Ciencias,3,929,464,San Miguel,-12.066293,-77.082494,False,True,51
S0393,Gustavo Chávez,23,M,UPC,Informática,2,917,458,Los Olivos,-11.969408,-77.079956,True,True,32
S0394,Miranda Aguilar,22,F,UL,Ciencias,4,872,436,La Molina,-12.072254,-76.935907,True,False,20
S0395,Tania Rojas,25,F,USIL,Arte,2,1069,534,Magdalena,-12.094045,-77.071272,False,False,30
S0396,Araceli Palomino,19,F,UNMSM,Psicología,3,1383,692,Comas,-11.98949,-77.071421,True,True,53
S0397,José Flores,19,M,UPC,Ingeniería,5,1558,779,San Isidro,-12.100293,-77.031887,False,True,42
S0398,Carmen Paredes,18,F,UTP,Informática,4,1497,748,San Isidro,-12.094334,-77.030315,True,True,37
S0399,Camila Ramírez,18,F,UPC,Ciencias,3,1115,558,Comas,-11.998882,-77.070771,True,True,21
S0400,Rafael Molina,20,M,UAP,Psicología,3,975,488,Los Olivos,-11.975215,-77.079448,True,False,50
S0401,Miguel Espinoza,20,M,UPC,Medicina,4,1474,737,Surco,-12.143863,-76.989756,False,True,30
S0402,Jorge Ramírez,20,M,UAP,Administración,1,1243,622,Miraflores,-12.128882,-77.02094,False,False,60
S0403,Martín Castillo,23,M,UNI,Administración,1,1228,614,Magdalena,-12.081715,-77.077245,False,False,50
S0404,Claudia Flores,23,F,UAP,Informática,4,1043,522,Miraflores,-12.123493,-77.031792,False,False,45
S0405,Jorge Herrera,24,M,UPC,Economía,4,1305,652,La Molina,-12.05547,-76.924509,True,False,40
S0406,Diana Campos,24,F,UAP,Diseño,3,819,410,Surco,-12.158625,-76.990283,True,False,24
S0407,Carmen Ramírez,20,F,UL,Administración,3,1084,542,Comas,-11.998627,-77.076144,False,True,34
S0408,Patricia Gómez,24,F,UAP,Informática,1,1161,580,San Miguel,-12.052402,-77.096385,True,True,31
S0409,Sebastián Molina,22,M,UTP,Ciencias,5,1288,644,Magdalena,-12.083326,-77.069686,True,True,34
S0410,Miranda Peña,19,F,USIL,Ciencias,4,1405,702,Comas,-11.991296,-77.066941,False,True,26
S0411,Gustavo Rojas,20,M,UPC,Arte,5,1013,506,Comas,-11.992679,-77.062521,False,False,28
S0412,Héctor Chávez,20,M,USIL,Economía,3,949,474,San Miguel,-12.052378,-77.077256,True,False,48
S0413,Elena Valdez,23,F,USIL,Ciencias,3,835,418,San Isidro,-12.100795,-77.04218,True,False,45
S0414,Valeria León,23,F,PUCP,Economía,4,1493,746,Miraflores,-12.121609,-77.034457,True,True,28
S0415,Lorena Fernández,18,F,UL,Administración,3,896,448,Miraflores,-12.115575,-77.02153,True,False,30
S0416,Gabriel Cabrera,20,M,UPC,Arquitectura,3,1565,782,San Isidro,-12.101309,-77.030842,False,True,38
S0417,Natalia Aguilar,19,F,UCS,Arte,3,1064,532,La Molina,-12.064111,-76.917376,False,False,38
S0418,Vanessa Romero,23,F,UNI,Ingeniería,4,828,414,Comas,-11.993586,-77.067621,True,True,33
S0419,Araceli Romero,22,F,UL,Administración,1,1021,510,Magdalena,-12.091738,-77.079559,True,True,37
S0420,Enrique García,23,M,UCS,Ingeniería,5,1422,711,Los Olivos,-11.970598,-77.072315,False,False,59
S0421,Pedro Ortega,18,M,UTP,Informática,2,1478,739,Miraflores,-12.125629,-77.028572,False,True,21
S0422,Sheltty Luna,21,F,UTP,Derecho,5,884,442,Comas,-12.004307,-77.071924,False,False,23
S0423,Claudia Ortega,18,F,USIL,Arte,5,1020,510,Magdalena,-12.096797,-77.078124,True,False,48
S0424,Sofía Gutiérrez,18,F,UL,Medicina,4,867,434,San Miguel,-12.04831,-77.085972,False,False,36
S0425,Cristian Bravo,18,M,PUCP,Economía,2,1497,748,Miraflores,-12.113606,-77.027703,True,False,34
S0426,Tatiana Salazar,21,F,UAP,Diseño,4,892,446,Miraflores,-12.128887,-77.021126,True,False,33
S0427,Paola Luna,23,F,UTP,Arte,2,1350,675,Magdalena,-12.091097,-77.075147,False,True,40
S0428,Víctor Suárez,22,M,UL,Informática,4,1489,744,La Molina,-12.071538,-76.922532,True,False,22
S0429,Camila Gutiérrez,24,F,PUCP,Arte,3,1313,656,San Isidro,-12.095369,-77.029252,True,True,25
S0430,Antonio Peña,19,M,UNMSM,Diseño,5,1081,540,San Miguel,-12.052327,-77.093169,False,False,43
S0431,Alejandro Castillo,18,M,USIL,Derecho,5,1297,648,Los Olivos,-11.963887,-77.064726,True,True,54
S0432,Rafael Flores,18,M,UL,Medicina,2,1041,520,Magdalena,-12.095709,-77.07131,False,False,34
S0433,Andrés Díaz,24,M,UL,Ciencias,2,1564,782,Los Olivos,-11.963857,-77.071815,True,False,60
S0434,Martín Molina,19,M,UNMSM,Ingeniería,4,1421,710,San Isidro,-12.102899,-77.04344,False,False,33
S0435,Martín Montoya,19,M,UPC,Economía,5,1029,514,Los Olivos,-11.960588,-77.069357,False,False,47
S0436,Elena Suárez,25,F,USIL,Ciencias,4,878,439,Comas,-11.998976,-77.071114,False,False,39
S0437,Miranda Villegas,18,F,USIL,Ciencias,3,1271,636,Surco,-12.149532,-76.994174,False,True,55
S0438,Esteban Mejía,18,M,UTP,Diseño,2,1391,696,La Molina,-12.071297,-76.936269,False,False,56
S0439,Renato Molina,18,M,USIL,Ciencias,3,1029,514,Miraflores,-12.126137,-77.023533,False,False,52
S0440,Juan Morales,24,M,UCS,Derecho,2,1277,638,San Isidro,-12.091939,-77.040406,True,False,50
S0441,Patricia Peña,25,F,UNMSM,Administración,5,908,454,San Miguel,-12.050952,-77.092725,False,True,45
S0442,Juan Chávez,25,M,UPC,Arte,1,940,470,Los Olivos,-11.960791,-77.061332,True,False,47
S0443,Mónica Aguilar,23,F,UPC,Derecho,5,1409,704,La Molina,-12.058715,-76.935093,True,True,28
S0444,Andrés Pérez,23,M,UCS,Economía,2,1016,508,Magdalena,-12.085062,-77.072861,False,True,50
S0445,Alberto Cruz,18,M,USIL,Informática,2,1092,546,Los Olivos,-11.97211,-77.069668,False,False,47
S0446,Nicolás Cruz,22,M,USIL,Arte,5,1348,674,Magdalena,-12.091039,-77.077771,False,False,47
S0447,Vanessa León,22,F,UPC,Administración,1,1586,793,Los Olivos,-11.976312,-77.060193,True,False,34
S0448,Diana Lozano,23,F,UCS,Derecho,5,1284,642,San Isidro,-12.099574,-77.036599,False,True,32
S0449,Natalia Flores,24,F,USIL,Psicología,3,1550,775,Surco,-12.15245,-76.994552,False,True,23
S0450,Adrián Delgado,21,M,PUCP,Economía,5,874,437,Surco,-12.143802,-76.988379,True,True,30
S0451,Jorge Yáñez,23,M,UTP,Medicina,1,1144,572,San Miguel,-12.062883,-77.092719,False,False,22
S0452,Sheltty Cruz,23,F,UCS,Ciencias,2,1085,542,Comas,-11.994149,-77.060403,False,True,55
S0453,Miguel Mendoza,18,M,UL,Informática,1,1518,759,Surco,-12.148963,-76.986047,True,True,57
S0454,Miranda Chávez,25,F,UNI,Economía,1,1004,502,Comas,-12.003369,-77.066328,True,False,37
S0455,Claudia Mendoza,23,F,UTP,Arquitectura,4,826,413,San Isidro,-12.102277,-77.034521,True,True,22
S0456,Daniela Carrasco,21,F,UTP,Ciencias,4,1239,620,Los Olivos,-11.978496,-77.076353,False,False,52
S0457,Valeria Sánchez,21,F,UL,Ciencias,3,1494,747,Miraflores,-12.115713,-77.031332,False,False,36
S0458,Verónica Romero,23,F,USIL,Derecho,4,1068,534,San Isidro,-12.096073,-77.028419,False,True,35
S0459,Natalia Luna,18,F,PUCP,Medicina,4,1083,542,San Miguel,-12.04775,-77.082754,True,True,28
S0460,Bruno Morales,19,M,UPC,Administración,4,833,416,Los Olivos,-11.961156,-77.06371,True,True,24
S0461,Sofía Suárez,22,F,UNI,Ingeniería,4,966,483,Surco,-12.147392,-76.99718,False,False,46
S0462,Cristian Flores,24,M,UL,Administración,1,857,428,La Molina,-12.064248,-76.928341,False,False,34
S0463,María León,21,F,UPC,Economía,3,938,469,Magdalena,-12.09985,-77.062569,False,True,58
S0464,Enrique Ibarra,20,M,USIL,Medicina,2,984,492,La Molina,-12.057171,-76.92126,True,True,42
S0465,Julio Fernández,19,M,UNI,Medicina,2,871,436,Surco,-12.150388,-76.987675,True,False,48
S0466,Daniela Díaz,24,F,UPC,Economía,5,851,426,Miraflores,-12.115212,-77.025371,False,False,45
S0467,Sergio Valdez,25,M,UL,Administración,2,1533,766,San Isidro,-12.091477,-77.03802,False,True,42
S0468,Sebastián Salazar,20,M,UPC,Psicología,2,1034,517,La Molina,-12.054716,-76.918763,False,False,57
S0469,Raúl Alvarado,22,M,UNMSM,Ingeniería,2,1324,662,San Miguel,-12.065605,-77.094727,False,True,36
S0470,Juliana Torres,22,F,UNI,Ingeniería,3,1363,682,Miraflores,-12.120773,-77.028956,False,True,55
S0471,Héctor García,21,M,UPC,Derecho,1,1265,632,San Isidro,-12.088973,-77.028186,True,False,26
S0472,Daniela Herrera,22,F,UCS,Ingeniería,1,1423,712,La Molina,-12.063535,-76.935511,True,True,45
S0473,Gabriel Luna,23,M,UPC,Medicina,1,989,494,Miraflores,-12.118463,-77.024512,True,False,60
S0474,Flor Romero,21,F,PUCP,Arquitectura,1,1125,562,San Miguel,-12.052904,-77.09588,False,True,60
S0475,Luis Torres,25,M,USIL,Ingeniería,2,1267,634,San Miguel,-12.061359,-77.091743,True,False,28
S0476,Lucero Salazar,22,F,UAP,Economía,2,1098,549,Surco,-12.14604,-76.992422,False,False,43
S0477,Renato Molina,23,M,UL,Informática,5,872,436,Comas,-11.99776,-77.064431,False,True,24
S0478,Rocío Romero,18,F,UNMSM,Derecho,1,909,454,Los Olivos,-11.961146,-77.062661,False,False,51
S0479,Pablo Vargas,18,M,UNI,Diseño,5,1403,702,Miraflores,-12.115619,-77.02655,True,False,22
S0480,Diego Gutiérrez,24,M,UNMSM,Diseño,5,1073,536,Comas,-11.993238,-77.064014,True,True,42
S0481,Ricardo Molina,25,M,UAP,Ingeniería,2,867,434,Magdalena,-12.087457,-77.062186,True,False,57
S0482,Patricia Aguilar,22,F,UCS,Informática,5,1180,590,Comas,-11.995864,-77.065562,False,False,60
S0483,Marisol Morales,21,F,UNI,Derecho,1,1575,788,Magdalena,-12.091614,-77.068249,False,True,33
S0484,Hernán Delgado,25,M,UL,Medicina,1,1440,720,La Molina,-12.055782,-76.920649,True,True,53
S0485,Alejandro Villegas,25,M,UNI,Administración,2,937,468,Comas,-11.989424,-77.067584,True,True,33
S0486,Paola Paredes,25,F,PUCP,Diseño,4,1333,666,San Isidro,-12.086411,-77.039551,True,True,34
S0487,Luis Rojas,22,M,UCS,Medicina,3,1592,796,Los Olivos,-11.979035,-77.072815,True,False,40
S0488,Luis Espinoza,19,M,PUCP,Administración,1,1409,704,Los Olivos,-11.964373,-77.063777,False,True,29
S0489,Verónica Rojas,18,F,UAP,Arte,2,1381,690,San Isidro,-12.089113,-77.044428,False,False,57
S0490,Carla Cabrera,20,F,UPC,Ciencias,4,1583,792,Comas,-11.992791,-77.074662,True,True,47
S0491,Camila Suárez,22,F,UL,Ingeniería,5,1265,632,La Molina,-12.066592,-76.934447,False,True,55
S0492,Pedro Molina,24,M,UTP,Arquitectura,5,1401,700,La Molina,-12.056573,-76.928507,True,False,57
S0493,Esteban Torres,25,M,UTP,Economía,2,1571,786,Miraflores,-12.121865,-77.017713,True,False,50
